Road_Segment,Day_Type,Time_Slot,Traffic_Level,Weight,Latitude,Longitude
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.215501989,80.59795908
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.214961813,80.59796981
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.214786188,80.59802881
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.214645157,80.59805564
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.214512108,80.59813878
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.213985235,80.59831313
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.213335956,80.59836543
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.212720791,80.59854404
Geliioya Junction,Tuesday,5:26-5:50 PM,Low (Green),1,7.212259843,80.59863365
Geliioya Junction,Tuesday,5:51-6:00 PM,Moderate (Orange),2,7.214468666,80.59813629
Geliioya Junction,Tuesday,5:51-6:00 PM,Moderate (Orange),2,7.213749897,80.5982956
Geliioya Junction,Tuesday,5:51-6:00 PM,Moderate (Orange),2,7.213302077,80.59833733
Geliioya Junction,Tuesday,5:51-6:00 PM,Moderate (Orange),2,7.21266986,80.59853457
Geliioya Junction,Tuesday,5:51-6:00 PM,Moderate (Orange),2,7.211868298,80.59860285
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.211834429,80.59863889
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.212391383,80.59861802
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.212737598,80.59854975
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.213264445,80.59838095
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.213772477,80.59832405
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214047969,80.59829939
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214263919,80.59825399
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214490767,80.59814872
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214674375,80.59802467
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214794784,80.59801863
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214924506,80.59799784
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214918519,80.59798577
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214790792,80.59800991
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214675705,80.59801192
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214585897,80.59806289
Geliioya Junction,Tuesday,5:51-6:00 PM,Low (Green),1,7.214490767,80.59813598
Geliioya Junction,Tuesday,6:01-6:25 PM,Moderate (Orange),2,7.214473794,80.59813655
Geliioya Junction,Tuesday,6:01-6:25 PM,Moderate (Orange),2,7.214261174,80.59823518
Geliioya Junction,Tuesday,6:01-6:25 PM,Moderate (Orange),2,7.214016567,80.59828259
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.211834429,80.59863889
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.212391383,80.59861802
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.212737598,80.59854975
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.213264445,80.59838095
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.213772477,80.59832405
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214047969,80.59829939
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214263919,80.59825399
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214490767,80.59814872
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214674375,80.59802467
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214794784,80.59801863
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214924506,80.59799784
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214918519,80.59798577
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214790792,80.59800991
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214675705,80.59801192
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214585897,80.59806289
Geliioya Junction,Tuesday,6:01-6:25 PM,Low (Green),1,7.214490767,80.59813598
Geliioya Junction,Tuesday,6:26-6:35 PM,Moderate (Orange),2,7.214479439,80.59813655
Geliioya Junction,Tuesday,6:36-7:10 PM,Moderate (Orange),2,7.214266819,80.59823138
Geliioya Junction,Tuesday,6:36-7:10 PM,Moderate (Orange),2,7.214093712,80.59827121
Geliioya Junction,Tuesday,6:36-7:10 PM,Moderate (Orange),2,7.214007159,80.59828449
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.211834429,80.59863889
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.212391383,80.59861802
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.212737598,80.59854975
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.213264445,80.59838095
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.213772477,80.59832405
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214047969,80.59829939
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214263919,80.59825399
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214490767,80.59814872
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214674375,80.59802467
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214794784,80.59801863
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214924506,80.59799784
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214918519,80.59798577
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214790792,80.59800991
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214675705,80.59801192
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214585897,80.59806289
Geliioya Junction,Tuesday,7:11-10:00 PM,Low (Green),1,7.214490767,80.59813598
Ambekke Road,Tuesday,6:00-10:40 AM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,6:00-10:40 AM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,6:00-10:40 AM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,6:00-10:40 AM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,11:00-11:05 AM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,11:07-11:10 AM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,11:20-11:30 AM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,11:20-11:30 AM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,11:20-11:30 AM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,11:35-11:40 AM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,11:35-11:40 AM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,11:35-11:40 AM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,11:40-11:55 AM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,11:55-12:00 AM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,12:05-12:15 AM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,12:16-3:30 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,12:16-3:30 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,12:16-3:30 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,12:16-3:30 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,3:30-3:40 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,3:30-3:40 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,3:30-3:40 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,3:45-3:50 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,3:45-3:50 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,3:45-3:50 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,3:45-3:50 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,3:45-3:50 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,3:55-4:15 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,4:15-4:45 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,4:50-4:55 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,4:56-5:05 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:06-5:15 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:16-5:25 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:16-5:25 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:16-5:25 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:16-5:25 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:16-5:25 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,5:16-5:25 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,5:26-5:50 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,5:51-6:00 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,6:01-6:25 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,6:26-6:35 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,6:36-7:10 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,6:36-7:10 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,6:36-7:10 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214272661,80.59674192
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214069449,80.59605535
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.213871882,80.59538774
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.213623511,80.59478652
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.213299877,80.59453806
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.212711556,80.59419964
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.212429316,80.59384308
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.212406737,80.59385446
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.212711556,80.59421482
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.213351299,80.59460552
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.213780303,80.59517071
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214073252,80.59618553
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214274582,80.5968702
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214411939,80.59744298
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214654664,80.59798731
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.21468382,80.59797355
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214344162,80.59723694
Ambekke Road,Tuesday,7:11-10:00 PM,Low (Green),1,7.214272661,80.59674192
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214504137,80.59818835
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214468386,80.59833439
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214336675,80.59848801
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214319527,80.59857457
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214332184,80.59860487
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214335349,80.5987181
Kalugamuwa Road,Tuesday,6:00-11:50 AM,Low (Green),1,7.214399256,80.59936046
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214504137,80.59818835
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214468386,80.59833439
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214336675,80.59848801
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214319527,80.59857457
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214332184,80.59860487
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214335349,80.5987181
Kalugamuwa Road,Tuesday,11:51-12:10 PM,Moderate (Orange),2,7.214399256,80.59936046
Kalugamuwa Road,Tuesday,12:11-4:00 PM,Low (Green),1,7.214504137,80.59818835
